,title,release_date,runtime,vote_count,vote_average,budget,revenue,profit,rating_category
1077,Johnny English,2003-04-06,88,852,6.0,40.0,160.583018,120.58301800000001,Average
1078,The Ant Bully,2006-07-27,88,366,5.5,50.0,55.181129,5.1811289999999985,Average
1079,Dune,1984-12-14,137,562,6.5,40.0,30.92569,-9.07431,Average
1080,Across the Universe,2007-09-14,133,410,7.1,0.0,0.0,0.0,Good
1081,Revolutionary Road,2008-12-19,119,796,6.7,35.0,75.225693,40.22569300000001,Average
1082,16 Blocks,2006-03-01,105,661,6.2,55.0,65.664721,10.664721,Average
1083,Babylon A.D.,2008-08-20,101,676,5.4,70.0,72.108608,2.108608000000004,Average
1084,The Glimmer Man,1996-10-04,92,100,4.7,45.0,0.0,-45.0,Poor
1085,Multiplicity,1996-07-19,117,154,5.5,45.0,0.0,-45.0,Average
1086,Aliens in the Attic,2009-07-31,86,244,5.3,45.0,57.881056,12.881056000000001,Average
1087,The Pledge,2001-01-09,123,215,6.5,35.0,29.4,-5.600000000000001,Average
1088,The Producers,2005-12-25,134,151,6.1,45.0,38.058335,-6.941665,Average
1089,The Phantom,1996-06-06,100,136,4.7,45.0,17.300889,-27.699111,Poor
1090,All the Pretty Horses,2000-12-11,117,60,5.8,57.0,0.0,-57.0,Average
1091,Nixon,1995-12-22,192,71,7.1,44.0,13.681765,-30.318235,Good
1092,The Ghost Writer,2010-02-12,128,670,6.7,45.0,60.222298,15.222298000000002,Average
1093,Deep Rising,1998-01-30,106,154,6.0,45.0,11.203026,-33.796974,Average
1094,Miracle at St. Anna,2008-09-15,160,90,6.3,45.0,9.323833,-35.676167,Average
1095,Curse of the Golden Flower,2006-12-21,114,203,6.6,0.00011,0.0,-0.00011,Average
1096,Bangkok Dangerous,2008-08-21,99,332,5.0,45.0,42.48739,-2.5126100000000022,Average
1097,Big Trouble,2002-04-05,85,80,6.3,40.0,8.49389,-31.50611,Average
1098,Love in the Time of Cholera,2007-10-04,139,81,6.4,45.0,4.607608,-40.392392,Average
1099,Shadow Conspiracy,1997-01-31,103,11,4.0,45.0,2.15454,-42.84546,Poor
1100,Johnny English Reborn,2011-09-15,101,1007,6.0,45.0,160.078586,115.078586,Average
1101,Foodfight!,2012-06-15,87,28,2.3,65.0,0.073706,-64.926294,Awful
1102,Argo,2012-10-11,120,3423,7.1,44.5,232.324128,187.824128,Good
1103,The Fugitive,1993-08-06,130,1220,7.2,44.0,368.87576,324.87576,Good
1104,The Bounty Hunter,2010-03-16,110,858,5.5,40.0,136.0,96.0,Average
1105,Sleepers,1996-10-18,147,715,7.3,44.0,165.615285,121.615285,Good
1106,Rambo: First Blood Part II,1985-05-21,96,864,6.3,44.0,300.400432,256.400432,Average
1107,The Juror,1996-02-02,118,89,5.5,44.0,0.0,-44.0,Average
1108,Pinocchio,1940-02-23,88,1355,6.9,2.6,84.3,81.7,Average
1109,Heaven's Gate,1980-11-19,219,55,6.4,44.0,3.484331,-40.515669,Average
1110,Underworld: Evolution,2006-01-12,106,1528,6.4,50.0,111.340801,61.340801,Average
1111,Victor Frankenstein,2015-11-10,109,685,5.6,40.0,34.227298,-5.772702000000002,Average
1112,Finding Forrester,2000-12-21,136,302,7.0,43.0,80.049764,37.049763999999996,Good
1113,28 Days,2000-04-06,103,208,6.0,43.0,0.0,-43.0,Average
1114,Unleashed,2005-02-02,103,518,6.6,45.0,50.871113,5.871113000000001,Average
1115,The Sweetest Thing,2002-04-12,84,280,5.3,43.0,68.69677,25.69677,Average
1116,The Firm,1993-06-30,154,501,6.6,42.0,270.248367,228.24836699999997,Average
1117,Charlie St. Cloud,2010-05-01,99,566,6.8,44.0,48.190704,4.190703999999997,Average
1118,The Mechanic,2011-01-13,93,1045,6.3,40.0,51.070807,11.070807000000002,Average
1119,21 Jump Street,2012-03-12,109,4074,6.7,42.0,201.585328,159.585328,Average
1120,Notting Hill,1999-05-13,124,1262,7.0,42.0,363.889678,321.889678,Good
1121,Chicken Run,2000-06-21,84,1150,6.5,45.0,224.834564,179.834564,Average
1122,Along Came Polly,2004-01-16,90,773,5.8,42.0,171.963386,129.963386,Average
1123,Boomerang,1992-06-30,117,134,5.4,40.0,70.1,30.099999999999994,Average
1124,The Heat,2013-06-27,117,1575,6.5,43.0,158.67418,115.67418,Average
1125,Cleopatra,1963-06-12,248,146,6.7,31.115,71.0,39.885000000000005,Average
1126,Here Comes the Boom,2012-10-11,105,593,6.0,0.0,73.100172,73.100172,Average
1127,High Crimes,2002-04-03,115,184,6.1,42.0,63.78181,21.78181,Average
1128,The Mirror Has Two Faces,1996-11-15,126,47,6.5,42.0,0.0,-42.0,Average
1129,The Mothman Prophecies,2002-01-25,119,305,6.1,32.0,55.157539,23.157539,Average
1130,Brüno,2009-07-08,83,518,5.4,42.0,0.0,-42.0,Average
1131,Licence to Kill,1989-07-07,133,541,5.9,32.0,156.167015,124.16701499999999,Average
1132,Red Riding Hood,2011-03-11,100,922,5.6,42.0,89.162162,47.162161999999995,Average
1133,15 Minutes,2001-03-01,120,191,5.7,60.0,56.35998,-3.64002,Average
1134,Super Mario Bros.,1993-05-28,104,232,4.0,48.0,20.915465,-27.084535,Poor
1135,Lord of War,2005-09-16,122,1335,7.0,42.0,24.127895,-17.872105,Good
1136,Hero,2002-12-19,99,635,7.2,31.0,177.394432,146.394432,Good
1137,One for the Money,2012-01-26,91,388,5.3,40.0,36.893721,-3.1062790000000007,Average
1138,The Interview,2014-12-25,112,2304,6.1,44.0,12.342632,-31.657367999999998,Average
1139,The Warrior's Way,2010-12-02,100,136,6.3,42.0,11.087569,-30.912430999999998,Average
1140,Micmacs,2009-10-28,100,148,6.8,33.0,14.0,-19.0,Average
1141,8 Mile,2002-11-08,110,1626,6.8,41.0,215.0,174.0,Average
1142,Why I Did (Not) Eat My Father,2015-04-08,100,125,5.3,0.0,0.0,0.0,Average
1143,A Knight's Tale,2001-05-11,132,907,6.6,65.0,117.487473,52.487472999999994,Average
1144,The Medallion,2003-08-15,88,281,5.3,41.0,0.0,-41.0,Average
1145,The Sixth Sense,1999-08-06,107,3147,7.7,40.0,672.806292,632.806292,Good
1146,Man on a Ledge,2012-01-13,102,925,6.2,42.0,46.221189,4.2211890000000025,Average
1147,The Big Year,2011-10-13,100,248,5.6,41.0,7.448385,-33.551615,Average
1148,The Karate Kid,1984-06-22,126,891,6.9,8.0,90.815558,82.815558,Average
1149,American Hustle,2013-12-12,138,2807,6.8,40.0,251.171807,211.171807,Average
1150,The Proposal,2009-06-01,108,1804,6.7,40.0,317.375031,277.375031,Average
1151,Double Jeopardy,1999-09-24,105,278,6.2,70.0,177.841558,107.84155799999999,Average
1152,Back to the Future Part II,1989-11-20,108,3829,7.4,40.0,332.0,292.0,Good
1153,Lucy,2014-07-14,89,5878,6.3,40.0,126.546825,86.546825,Average
1154,Fifty Shades of Grey,2015-02-11,125,3254,5.2,40.0,571.006128,531.006128,Average
1155,Spy Kids 3-D: Game Over,2003-07-25,84,511,4.7,38.0,197.011982,159.011982,Poor
1156,A Time to Kill,1996-07-24,149,509,7.0,40.0,152.266007,112.266007,Good
1157,Cheaper by the Dozen,2003-12-24,98,699,6.0,40.0,190.212113,150.212113,Average
1158,Lone Survivor,2013-12-24,121,1526,7.4,40.0,149.295601,109.295601,Good
1159,A League of Their Own,1992-07-01,128,354,6.7,40.0,107.458785,67.458785,Average
1160,The Conjuring 2,2016-05-13,134,1949,7.0,40.0,320.170008,280.170008,Good
1161,The Social Network,2010-09-30,120,3391,7.1,40.0,224.920315,184.920315,Good
1162,He's Just Not That Into You,2009-02-06,129,959,6.2,40.0,177.259441,137.259441,Average
1163,Scary Movie 4,2006-04-13,83,750,5.3,45.0,178.26262,133.26262,Average
1164,Scream 3,2000-02-03,116,736,5.7,40.0,161.834276,121.83427599999999,Average
1165,Back to the Future Part III,1990-05-25,118,2900,7.1,40.0,244.527583,204.527583,Good
1166,Get Hard,2015-03-26,100,944,5.9,40.0,111.811453,71.811453,Average
1167,Dracula,1992-11-13,128,1056,7.1,40.0,215.862692,175.862692,Good
1168,Julie & Julia,2009-08-06,123,560,6.6,40.0,129.540499,89.54049900000001,Average
1169,42,2013-04-12,128,787,6.8,40.0,95.020213,55.020213,Average
1170,The Talented Mr. Ripley,1999-12-25,139,767,7.0,40.0,128.798265,88.79826499999999,Good
1171,Dumb and Dumber To,2014-11-12,110,1127,5.4,40.0,169.83701,129.83701,Average
1172,Eight Below,2006-02-17,120,542,6.7,40.0,120.455994,80.455994,Average
1173,The Intern,2015-09-24,121,1881,7.1,35.0,194.564672,159.564672,Good
1174,Ride Along 2,2016-01-14,102,555,6.1,40.0,124.827316,84.827316,Average
1175,The Last of the Mohicans,1992-09-25,112,732,7.1,40.0,75.505856,35.505855999999994,Good
1176,Ray,2004-10-29,152,467,7.2,40.0,124.731534,84.731534,Good
1177,Sin City,2005-04-01,124,2691,7.2,40.0,158.73382,118.73382000000001,Good
1178,Vantage Point,2008-02-01,90,716,6.2,40.0,151.161491,111.16149100000001,Average
1179,"I Love You, Man",2009-03-20,105,515,6.5,41.0,91.636986,50.63698599999999,Average
1180,Shallow Hal,2001-11-01,114,731,5.7,40.0,141.06986,101.06986,Average
1181,JFK,1991-12-20,189,502,7.5,40.0,205.405498,165.405498,Good
1182,Big Momma's House 2,2006-01-26,99,371,5.4,40.0,138.259062,98.259062,Average
1183,The Mexican,2001-03-01,123,441,5.8,57.0,147.845033,90.845033,Average
1184,17 Again,2009-03-11,102,1350,6.1,20.0,136.267476,116.26747599999999,Average
1185,The Other Woman,2014-04-16,109,1437,6.2,40.0,196.781193,156.781193,Average
1186,The Final Destination,2009-08-26,82,831,5.4,40.0,186.167139,146.167139,Average
1187,Bridge of Spies,2015-10-15,141,2583,7.2,40.0,165.478348,125.47834800000001,Good
1188,Behind Enemy Lines,2001-11-17,106,457,6.0,40.0,91.753202,51.753202,Average
1189,Get Him to the Greek,2010-06-04,109,612,5.9,40.0,90.029656,50.029656,Average
1190,Shall We Dance?,2004-10-15,107,297,5.9,50.0,170.12846,120.12845999999999,Average
1191,Small Soldiers,1998-07-10,110,511,6.2,40.0,54.682547,14.682547,Average
1192,Spawn,1997-07-31,96,336,5.0,40.0,87.840042,47.840042,Average
1193,The Count of Monte Cristo,2002-01-23,131,453,7.3,35.0,75.395048,40.395048,Good
1194,The Lincoln Lawyer,2011-03-17,119,902,7.0,40.0,85.412898,45.412898,Good
1195,Unknown,2011-02-16,113,1265,6.5,30.0,130.786397,100.786397,Average
1196,The Prestige,2006-10-19,130,4391,8.0,40.0,109.676311,69.676311,Good
1197,Horrible Bosses 2,2014-11-26,108,1536,6.1,42.0,107.670357,65.670357,Average
1198,Escape from Planet Earth,2013-02-14,89,332,5.7,40.0,74.597643,34.597643000000005,Average
1199,Apocalypto,2006-12-07,139,1221,7.3,40.0,120.17529,80.17529,Good
1200,The Living Daylights,1987-06-29,130,440,6.2,40.0,191.185897,151.185897,Average
1201,Predators,2010-07-03,107,1206,6.0,40.0,126.248813,86.248813,Average
1202,Legal Eagles,1986-06-18,116,51,5.8,0.0,0.0,0.0,Average
1203,Secret Window,2004-03-12,96,972,6.4,40.0,92.913171,52.913171000000006,Average
1204,The Lake House,2006-06-16,99,670,6.5,40.0,114.830111,74.830111,Average
1205,The Skeleton Key,2005-07-29,104,573,6.4,43.0,91.974818,48.974818,Average
1206,The Odd Life of Timothy Green,2012-08-15,105,386,6.5,0.0,51.854875,51.854875,Average
1207,Made of Honor,2008-05-02,101,394,6.0,40.0,84.601681,44.601681,Average
1208,Jersey Boys,2014-06-05,134,255,6.8,40.0,67.347013,27.347013000000004,Average
1209,The Rainmaker,1997-11-18,135,235,6.7,40.0,45.916769,5.916769000000002,Average
1210,Gothika,2003-11-21,98,629,5.8,40.0,141.591324,101.59132399999999,Average
1211,Amistad,1997-12-03,155,316,6.8,36.0,74.0,38.0,Average
1212,Medicine Man,1992-02-07,106,114,5.8,40.0,0.0,-40.0,Average
1213,Aliens vs Predator: Requiem,2007-12-25,94,740,4.9,40.0,41.797066,1.797066000000001,Poor
1214,Ri¢hie Ri¢h,1994-12-19,95,415,5.4,40.0,0.0,-40.0,Average
1215,Autumn in New York,2000-08-11,103,135,5.7,65.0,0.0,-65.0,Average
1216,Music and Lyrics,2007-02-09,96,554,6.2,40.0,145.896422,105.896422,Average
1217,Paul,2011-02-14,104,1789,6.5,40.0,97.55205,57.552049999999994,Average
1218,The Guilt Trip,2012-12-19,95,284,5.4,40.0,41.863726,1.8637259999999998,Average
1219,Scream 4,2011-04-11,111,902,6.1,40.0,97.138686,57.13868600000001,Average
1220,8MM,1999-02-26,123,474,6.1,40.0,96.618699,56.61869900000001,Average
1221,The Doors,1991-03-01,140,275,6.7,38.0,34.416893,-3.5831069999999983,Average
1222,Sex Tape,2014-07-17,97,1695,5.3,40.0,126.069509,86.069509,Average
1223,Hanging Up,2000-02-16,94,40,5.0,40.0,36.037909,-3.962091000000001,Average
1224,Final Destination 5,2011-08-12,92,866,5.9,47.0,157.887643,110.887643,Average
1225,Mickey Blue Eyes,1999-08-16,102,140,5.3,0.0,0.0,0.0,Average
1226,Pay It Forward,2000-10-12,122,432,7.0,40.0,55.707411,15.707411,Good
1227,Fever Pitch,2005-04-06,103,182,5.9,30.0,50.451307,20.451307,Average
1228,Drillbit Taylor,2008-03-20,102,275,5.5,40.0,0.0,-40.0,Average
1229,A Million Ways to Die in the West,2014-05-22,116,1468,5.8,0.0,0.0,0.0,Average
1230,The Shadow,1994-07-01,108,138,5.4,25.0,48.063435,23.063435,Average
1231,Extremely Loud & Incredibly Close,2011-12-24,129,708,6.9,40.0,55.247881,15.247881,Average
1232,Morning Glory,2010-01-12,102,412,6.1,40.0,58.78518,18.785179999999997,Average
1233,Get Rich or Die Tryin',2005-11-09,117,186,6.3,40.0,46.442528,6.442528000000003,Average
1234,The Art of War,2000-08-23,117,135,5.6,40.0,30.199105,-9.800895,Average
1235,Rent,2005-11-23,135,155,6.7,40.0,31.67062,-8.32938,Average
1236,Bless the Child,2000-08-11,107,71,4.9,40.0,0.0,-40.0,Poor
1237,The Out-of-Towners,1999-04-02,90,45,5.0,75.0,29.0,-46.0,Average
1238,The Island of Dr. Moreau,1996-08-23,96,147,4.6,40.0,49.627779,9.627778999999997,Poor
1239,The Musketeer,2001-09-07,104,56,5.2,40.0,27.053815,-12.946185,Average
1240,The Other Boleyn Girl,2008-02-28,115,477,6.4,35.0,0.0,-35.0,Average
1241,Sweet November,2001-02-16,119,278,6.4,40.0,65.754228,25.754227999999998,Average
1242,The Reaping,2007-04-05,99,205,5.4,40.0,62.771059,22.771059,Average
1243,Mean Streets,1973-10-02,110,345,7.2,0.5,3.0,2.5,Good
1244,Renaissance Man,1994-06-03,128,81,5.9,40.0,24.332324,-15.667676,Average
1245,Colombiana,2011-07-27,108,824,6.5,40.0,60.965854,20.965854,Average
1246,Quest for Camelot,1998-05-15,86,190,6.9,40.0,38.1725,-1.8275000000000006,Average
1247,City By The Sea,2002-09-06,108,92,5.7,40.0,22.433915,-17.566085,Average
1248,At First Sight,1999-01-15,128,48,5.9,0.0,0.0,0.0,Average
1249,Torque,2004-01-16,84,119,4.7,40.0,46.546197,6.546196999999999,Poor
1250,City Hall,1996-02-16,111,67,6.0,0.0,0.0,0.0,Average
1251,Showgirls,1995-09-22,128,256,4.9,45.0,20.350754,-24.649246,Poor
1252,Marie Antoinette,2006-05-24,123,642,6.5,40.0,60.47434,20.474339999999998,Average
1253,Kiss of Death,1995-04-21,101,81,5.7,40.0,0.0,-40.0,Average
1254,Get Carter,2000-10-06,102,145,4.8,63.6,19.412993,-44.187007,Poor
1255,The Impossible,2012-09-09,113,2025,7.0,42.0,180.274123,138.274123,Good
1256,Ishtar,1987-05-15,107,28,4.2,55.0,14.375181,-40.624819,Poor
1257,Fantastic Mr. Fox,2009-10-23,87,1176,7.5,40.0,46.471023,6.471023000000002,Good
1258,Life or Something Like It,2002-04-26,103,124,5.7,40.0,16.872671,-23.127329,Average
1259,Memoirs of an Invisible Man,1992-02-28,99,125,5.7,40.0,14.358033,-25.641967,Average
1260,Amélie,2001-04-25,122,3310,7.8,10.0,173.921954,163.921954,Good
1261,New York Minute,2004-05-01,91,185,5.5,0.0,0.0,0.0,Average
1262,Alfie,2004-10-22,103,248,5.6,60.0,13.395939,-46.604061,Average
1263,Big Miracle,2012-02-02,107,152,6.6,40.0,24.719215,-15.280785000000002,Average
1264,The Deep End of the Ocean,1999-03-12,106,54,5.9,38.0,28.1211,-9.878900000000002,Average
1265,FearDotCom,2002-08-09,101,105,3.2,40.0,18.902015,-21.097985,Poor
1266,Cirque du Freak: The Vampire's Assistant,2009-10-23,109,348,5.5,40.0,28.169671,-11.830328999999999,Average
1267,Duplex,2003-09-26,89,482,5.9,40.0,19.322135,-20.677865,Average
1268,Soul Men,2008-11-07,103,47,6.3,0.0,0.0,0.0,Average
1269,Raise the Titanic,1980-01-01,115,21,5.2,0.0,0.0,0.0,Average
1270,Universal Soldier: The Return,1999-08-05,82,135,4.2,45.0,10.667893,-34.332107,Poor
1271,Pandorum,2009-09-08,108,774,6.5,33.0,20.645327,-12.354672999999998,Average
1272,Impostor,2001-12-03,102,135,6.1,40.0,0.0,-40.0,Average
1273,Extreme Ops,2002-11-27,93,28,5.0,40.0,10.959475,-29.040525000000002,Average
1274,Just Visiting,2001-04-06,88,171,4.8,0.0,0.0,0.0,Poor
1275,Sunshine,2007-04-05,107,1182,7.0,50.0,32.017803,-17.982197,Good
1276,A Thousand Words,2012-03-07,91,373,6.0,40.0,22.044277,-17.955723,Average
1277,Delgo,2008-12-12,94,15,5.4,40.0,0.0,-40.0,Average
1278,The Gunman,2015-02-16,115,392,5.5,40.0,13.644292,-26.355708,Average
1279,Stormbreaker,2006-07-21,93,213,5.1,40.0,23.93787,-16.06213,Average
1280,Disturbia,2007-04-12,105,1006,6.6,20.0,117.760134,97.760134,Average
1281,Hackers,1995-09-14,107,398,6.2,20.0,7.563728,-12.436271999999999,Average
1282,The Hunting Party,2007-09-03,101,96,6.6,0.0,0.0,0.0,Average
1283,The Hudsucker Proxy,1994-03-11,111,275,7.1,30.0,0.0,-30.0,Good
1284,The Warlords,2007-12-12,126,83,6.3,40.0,0.0,-40.0,Average
1285,Nomad: The Warrior,2005-07-17,112,17,4.3,25.0,0.0,-25.0,Poor
1286,Snowpiercer,2013-08-01,126,2854,6.7,39.2,86.758912,47.55891199999999,Average
1287,A Monster in Paris,2011-10-12,90,313,6.5,25.0,0.0,-25.0,Average
1288,The Last Shot,2004-09-24,90,15,5.9,0.0,0.0,0.0,Average
1289,The Crow,1994-05-11,102,953,7.3,15.0,94.0,79.0,Good
1290,Baahubali: The Beginning,2015-07-10,159,135,7.5,40.0,100.0,60.0,Good
1291,The Time Traveler's Wife,2009-08-14,107,798,6.7,39.0,101.229792,62.229792,Average
1292,Because I Said So,2007-02-02,102,191,5.8,0.0,69.48549,69.48549,Average
1293,Frankenweenie,2012-10-04,87,932,6.6,39.0,35.287788,-3.712212000000001,Average
1294,Serenity,2005-08-25,119,1264,7.4,39.0,38.869464,-0.13053599999999932,Good
1295,Against the Ropes,2004-02-20,106,32,4.5,39.0,6.61428,-32.38572,Poor
1296,Superman III,1983-06-17,125,490,5.3,39.0,75.850624,36.850623999999996,Average
1297,Grudge Match,2013-12-25,113,433,6.0,40.0,44.90726,4.907260000000001,Average
1298,Red Cliff,2008-07-10,150,205,7.1,80.341,127.814609,47.47360900000001,Good
1299,Sweet Home Alabama,2002-09-26,108,394,6.0,30.0,180.622424,150.622424,Average
1300,The Ugly Truth,2009-07-24,96,972,6.4,38.0,205.298907,167.298907,Average
1301,Sgt. Bilko,1996-03-29,90,94,5.5,0.0,0.0,0.0,Average
1302,Spy Kids 2: The Island of Lost Dreams,2002-08-07,100,521,5.3,38.0,119.723358,81.723358,Average
1303,Star Trek: Generations,1994-11-17,118,452,6.4,38.0,120.0,82.0,Average
1304,The Grandmaster,2013-01-08,130,273,6.3,3.86,64.076736,60.216736,Average
1305,Water for Elephants,2011-03-15,120,850,6.7,38.0,114.15623,76.15623,Average
1306,Dragon Nest: Warriors' Dawn,2014-05-20,88,19,6.8,40.0,0.0,-40.0,Average
1307,The Hurricane,1999-09-17,146,396,7.2,50.0,73.956241,23.956241000000006,Good
1308,Enough,2002-05-24,114,264,6.2,38.0,51.801187,13.801186999999999,Average
1309,Heartbreakers,2001-03-23,123,254,5.7,35.0,0.0,-35.0,Average
1310,Paul Blart: Mall Cop 2,2015-04-16,94,567,5.0,38.0,107.597242,69.597242,Average
1311,Angel Eyes,2001-05-15,102,88,5.6,53.0,29.7,-23.3,Average
1312,Joe Somebody,2001-12-21,99,40,5.5,38.0,0.0,-38.0,Average
1313,The Ninth Gate,1999-08-24,133,756,6.3,38.0,58.401898,20.401898000000003,Average
1314,Extreme Measures,1996-09-27,118,80,5.7,38.0,17.380126,-20.619874,Average
1315,Rock Star,2001-09-04,105,190,6.0,57.0,16.991902,-40.008098000000004,Average
1316,Precious,2009-11-06,110,417,6.9,10.0,47.536959,37.536959,Average
1317,White Squall,1996-02-02,129,86,6.3,38.0,10.3,-27.7,Average
1318,The Thing,1982-06-25,109,1588,7.8,15.0,19.62976,4.629760000000001,Good
1319,Riddick,2013-09-02,119,2035,6.2,38.0,98.337295,60.337295,Average
1320,Switchback,1997-10-31,118,52,5.8,37.0,6.482195,-30.517805,Average
1321,Texas Rangers,2001-11-30,110,19,5.4,0.0,0.0,0.0,Average
1322,City of Ember,2008-10-07,90,605,6.2,55.0,17.869048,-37.130952,Average
1323,The Master,2012-09-07,137,701,7.0,32.0,28.25806,-3.7419399999999996,Good
1324,Virgin Territory,2007-12-17,93,75,4.3,38.0,5.410749,-32.589251,Poor
1325,The Express,2008-10-10,130,71,7.1,40.0,9.793496,-30.206504000000002,Good
1326,The 5th Wave,2016-01-14,112,1945,5.6,38.0,109.906372,71.906372,Average
1327,Creed,2015-11-25,133,1915,7.3,37.0,173.567581,136.567581,Good
1328,The Town,2010-09-15,125,1468,7.0,37.0,154.026136,117.02613600000001,Good
1329,What to Expect When You're Expecting,2012-05-17,110,594,5.8,40.0,79.7,39.7,Average
1330,Burn After Reading,2008-09-05,96,1222,6.5,37.0,163.720069,126.720069,Average
1331,Nim's Island,2008-04-03,96,330,5.6,37.0,100.076342,63.076342,Average
1332,Rush,2013-09-02,123,2277,7.7,38.0,90.247624,52.247624,Good
1333,Magnolia,1999-12-08,188,825,7.5,37.0,48.451803,11.451802999999998,Good
1334,Cop Out,2010-02-26,107,511,5.3,30.0,55.583804,25.583804,Average
1335,How to Be Single,2016-01-21,110,1201,5.9,38.0,112.343513,74.343513,Average
1336,Dolphin Tale,2011-09-23,113,163,6.7,37.0,95.404397,58.404397,Average
1337,Twilight,2008-11-20,122,3561,5.8,37.0,392.616625,355.616625,Average
1338,John Q,2002-02-15,116,594,7.0,36.0,102.24477,66.24477,Good
1339,Blue Streak,1999-09-17,93,352,6.1,65.0,117.7585,52.7585,Average
1340,We're the Millers,2013-08-07,110,2972,6.8,37.0,269.994119,232.994119,Average
1341,The Inhabited Island,2008-12-18,115,23,5.3,36.5,21.834845,-14.665154999999999,Average
1342,Breakdown,1997-05-02,95,198,6.6,36.0,50.159144,14.159143999999998,Average
1343,Never Say Never Again,1983-10-07,134,338,5.8,36.0,160.0,124.0,Average
1344,Hot Tub Time Machine,2010-03-26,101,894,6.0,36.0,64.572262,28.572261999999995,Average
1345,Dolphin Tale 2,2014-09-12,107,96,6.7,36.0,52.424533,16.424532999999997,Average
1346,Reindeer Games,2000-02-25,124,173,5.4,42.0,32.16897,-9.831029999999998,Average
1347,A Man Apart,2003-04-04,109,258,5.8,36.0,44.350926,8.350926000000001,Average
1348,Aloha,2015-05-27,105,692,5.2,37.0,26.25002,-10.74998,Average
1349,Ghosts of Mississippi,1996-12-20,130,40,6.2,0.0,0.0,0.0,Average
1350,Snow Falling on Cedars,1999-12-22,127,32,6.3,0.0,0.0,0.0,Average
1351,The Rite,2011-01-28,114,556,5.8,37.0,96.047633,59.047633000000005,Average
1352,Gattaca,1997-09-07,106,1808,7.5,36.0,12.532777,-23.467223,Good
1353,Isn't She Great,2000-01-28,95,14,4.6,36.0,3.003296,-32.996704,Poor
1354,Space Chimps,2008-07-17,81,99,5.2,37.0,63.800345,26.800345,Average
1355,Head of State,2003-01-01,95,71,5.3,0.0,0.0,0.0,Average
1356,The Hangover,2009-06-05,100,6173,7.2,35.0,459.270619,424.270619,Good
1357,Ip Man 3,2015-12-19,105,379,6.5,36.0,156.844753,120.844753,Average
1358,Austin Powers: The Spy Who Shagged Me,1999-06-08,95,1011,6.2,33.0,310.940086,277.940086,Average
1359,Batman,1989-06-23,126,2096,7.0,35.0,411.348924,376.348924,Good
1360,There Be Dragons,2011-03-25,112,27,5.9,0.0,0.0,0.0,Average
1361,Lethal Weapon 3,1992-05-15,118,811,6.4,35.0,321.731527,286.731527,Average
1362,The Blind Side,2009-11-20,129,1597,7.2,29.0,309.208309,280.208309,Good
1363,Spy Kids,2001-03-18,88,867,5.5,35.0,147.93418,112.93418,Average
1364,Horrible Bosses,2011-07-08,98,2277,6.5,35.0,117.0,82.0,Average
1365,True Grit,2010-12-22,110,1668,7.2,38.0,252.276927,214.276927,Good
1366,The Devil Wears Prada,2006-06-30,109,3088,7.0,35.0,326.551094,291.551094,Good
1367,Star Trek: The Motion Picture,1979-12-06,132,530,6.2,35.0,139.0,104.0,Average
1368,Identity Thief,2013-02-07,111,1645,5.6,35.0,173.96501,138.96501,Average
1369,Cape Fear,1991-11-15,128,675,7.0,35.0,182.3,147.3,Good
1370,21,2008-03-27,123,1375,6.5,35.0,69.823199,34.823199,Average
1371,Trainwreck,2015-07-17,125,1181,5.9,35.0,140.795793,105.795793,Average
1372,Guess Who,2005-03-25,105,225,5.5,35.0,68.915888,33.915887999999995,Average
1373,The English Patient,1996-11-14,162,542,7.0,27.0,231.976425,204.976425,Good
1374,L.A. Confidential,1997-09-19,138,1310,7.7,35.0,126.21694,91.21694,Good
1375,Sky High,2005-07-29,100,550,5.8,35.0,86.369815,51.369815,Average
1376,In & Out,1997-09-10,90,177,6.3,35.0,0.0,-35.0,Average
1377,Species,1995-07-07,108,453,5.5,35.0,113.374103,78.374103,Average
1378,A Nightmare on Elm Street,1984-11-14,91,1180,7.2,1.8,25.504513,23.704513,Good
1379,The Cell,2000-08-17,107,436,6.0,33.0,104.155843,71.155843,Average
1380,The Man in the Iron Mask,1998-03-12,132,1018,6.3,0.0,0.0,0.0,Average
1381,Secretariat,2010-08-20,123,103,6.8,35.0,60.251371,25.251371,Average
1382,TMNT,2007-03-23,90,345,6.0,34.0,95.608995,61.60899499999999,Average
1383,Radio,2003-10-24,109,141,6.8,32.0,52.277485,20.277485,Average
1384,Friends with Benefits,2011-07-21,109,2237,6.5,35.0,150.483765,115.483765,Average
1385,Neighbors 2: Sorority Rising,2016-05-04,91,1462,5.6,35.0,108.758521,73.758521,Average
1386,Saving Mr. Banks,2013-11-16,125,1226,7.3,35.0,112.54458,77.54458,Good
1387,Malcolm X,1992-11-18,202,370,7.2,34.0,48.169908,14.169908,Good
1388,This Is 40,2012-12-20,134,896,5.6,35.0,88.058786,53.058786,Average
1389,Old Dogs,2009-11-24,88,210,5.2,35.0,92.21931,57.21930999999999,Average
1390,Underworld: Rise of the Lycans,2009-01-22,92,1428,6.2,35.0,91.353501,56.353500999999994,Average
1391,License to Wed,2007-07-04,91,253,5.2,35.0,69.307224,34.307224000000005,Average
1392,The Benchwarmers,2006-04-07,80,242,5.2,0.0,0.0,0.0,Average
1393,Must Love Dogs,2005-07-21,98,140,5.8,30.0,58.405313,28.405313,Average
