Source,Target,Type,Id,Label,timeset,Weight
1326,1430,Directed,3386,,,1
1326,1463,Directed,3387,,,1
1326,936,Directed,3388,,,1
1326,1330,Directed,3389,,,1
1326,1360,Directed,3390,,,1
1326,1223,Directed,3391,,,1
1326,1270,Directed,3392,,,1
1326,514,Directed,3393,,,1
830,1232,Directed,3394,,,1
830,1112,Directed,3395,,,1
830,1101,Directed,3396,,,1
830,729,Directed,3397,,,1
830,1153,Directed,3398,,,1
830,765,Directed,3399,,,1
830,943,Directed,3400,,,1
973,810,Directed,3401,,,1
973,1399,Directed,3402,,,1
973,1209,Directed,3403,,,1
973,1461,Directed,3404,,,1
973,1479,Directed,3405,,,1
973,741,Directed,3406,,,1
973,878,Directed,3407,,,1
973,1392,Directed,3408,,,1
973,1418,Directed,3409,,,1
551,155,Directed,3410,,,1
1069,1067,Directed,3411,,,1
1069,1112,Directed,3412,,,1
1069,1306,Directed,3413,,,1
981,878,Directed,3414,,,1
981,1041,Directed,3415,,,1
981,1349,Directed,3416,,,1
981,1323,Directed,3417,,,1
981,1427,Directed,3418,,,1
981,838,Directed,3419,,,1
981,980,Directed,3420,,,1
981,1177,Directed,3421,,,1
981,979,Directed,3422,,,1
981,988,Directed,3423,,,1
981,1021,Directed,3424,,,1
981,1051,Directed,3425,,,1
981,1390,Directed,3426,,,1
981,1245,Directed,3427,,,1
981,539,Directed,3428,,,1
981,792,Directed,3429,,,1
981,764,Directed,3430,,,1
981,1095,Directed,3431,,,1
981,768,Directed,3432,,,1
981,786,Directed,3433,,,1
981,1019,Directed,3434,,,1
981,935,Directed,3435,,,1
981,972,Directed,3436,,,1
981,1374,Directed,3437,,,1
981,276,Directed,3438,,,1
981,1055,Directed,3439,,,1
981,1036,Directed,3440,,,1
981,805,Directed,3441,,,1
981,1092,Directed,3442,,,1
981,1101,Directed,3443,,,1
981,898,Directed,3444,,,1
981,1222,Directed,3445,,,1
981,1475,Directed,3446,,,1
981,1150,Directed,3447,,,1
981,1280,Directed,3448,,,1
981,1295,Directed,3449,,,1
981,1306,Directed,3450,,,1
981,1328,Directed,3451,,,1
981,1148,Directed,3452,,,1
981,1445,Directed,3453,,,1
981,1123,Directed,3454,,,1
981,952,Directed,3455,,,1
981,855,Directed,3456,,,1
981,872,Directed,3457,,,1
981,943,Directed,3458,,,1
981,1000,Directed,3459,,,1
981,1437,Directed,3460,,,1
854,963,Directed,3461,,,1
854,855,Directed,3462,,,1
762,1095,Directed,3463,,,1
762,768,Directed,3464,,,1
762,773,Directed,3465,,,1
762,775,Directed,3466,,,1
762,779,Directed,3467,,,1
762,1187,Directed,3468,,,1
762,786,Directed,3469,,,1
762,810,Directed,3470,,,1
762,818,Directed,3471,,,1
762,822,Directed,3472,,,1
762,1082,Directed,3473,,,1
762,826,Directed,3474,,,1
762,830,Directed,3475,,,1
762,1048,Directed,3476,,,1
762,1430,Directed,3477,,,1
762,919,Directed,3478,,,1
762,927,Directed,3479,,,1
762,932,Directed,3480,,,1
762,1387,Directed,3481,,,1
762,944,Directed,3482,,,1
762,966,Directed,3483,,,1
762,1063,Directed,3484,,,1
762,1455,Directed,3485,,,1
762,1041,Directed,3486,,,1
762,1071,Directed,3487,,,1
762,1045,Directed,3488,,,1
762,1047,Directed,3489,,,1
762,1051,Directed,3490,,,1
762,1055,Directed,3491,,,1
762,1086,Directed,3492,,,1
762,1112,Directed,3493,,,1
762,1153,Directed,3494,,,1
762,1390,Directed,3495,,,1
762,1221,Directed,3496,,,1
762,1214,Directed,3497,,,1
762,1232,Directed,3498,,,1
762,764,Directed,3499,,,1
762,1245,Directed,3500,,,1
762,885,Directed,3501,,,1
762,539,Directed,3502,,,1
762,1269,Directed,3503,,,1
762,1414,Directed,3504,,,1
762,1296,Directed,3505,,,1
762,1328,Directed,3506,,,1
762,1330,Directed,3507,,,1
762,1317,Directed,3508,,,1
762,1348,Directed,3509,,,1
762,1352,Directed,3510,,,1
762,1357,Directed,3511,,,1
762,490,Directed,3512,,,1
762,1418,Directed,3513,,,1
762,312,Directed,3514,,,1
762,1437,Directed,3515,,,1
762,1422,Directed,3516,,,1
762,1166,Directed,3517,,,1
762,1479,Directed,3518,,,1
762,1070,Directed,3519,,,1
762,950,Directed,3520,,,1
762,1061,Directed,3521,,,1
762,972,Directed,3522,,,1
762,1270,Directed,3523,,,1
762,802,Directed,3524,,,1
762,990,Directed,3525,,,1
762,1122,Directed,3526,,,1
762,878,Directed,3527,,,1
762,1268,Directed,3528,,,1
762,1478,Directed,3529,,,1
762,824,Directed,3530,,,1
762,741,Directed,3531,,,1
762,1209,Directed,3532,,,1
762,1254,Directed,3533,,,1
762,1008,Directed,3534,,,1
178,798,Directed,3535,,,1
178,55,Directed,3536,,,1
178,180,Directed,3537,,,1
178,301,Directed,3538,,,1
178,501,Directed,3539,,,1
178,623,Directed,3540,,,1
1429,1051,Directed,3541,,,1
1429,1134,Directed,3542,,,1
1429,967,Directed,3543,,,1
1429,1041,Directed,3544,,,1
1429,798,Directed,3545,,,1
1429,312,Directed,3546,,,1
1429,1179,Directed,3547,,,1
1429,1306,Directed,3548,,,1
1429,1461,Directed,3549,,,1
1429,1055,Directed,3550,,,1
1429,1222,Directed,3551,,,1
1429,539,Directed,3552,,,1
1429,892,Directed,3553,,,1
1429,826,Directed,3554,,,1
1429,1317,Directed,3555,,,1
1429,973,Directed,3556,,,1
1429,1152,Directed,3557,,,1
1429,566,Directed,3558,,,1
1429,932,Directed,3559,,,1
1429,1013,Directed,3560,,,1
1429,119,Directed,3561,,,1
1429,1337,Directed,3562,,,1
1429,1223,Directed,3563,,,1
1429,1063,Directed,3564,,,1
1429,810,Directed,3565,,,1
1429,1112,Directed,3566,,,1
1429,1245,Directed,3567,,,1
1429,982,Directed,3568,,,1
1429,1325,Directed,3569,,,1
1429,988,Directed,3570,,,1
1429,741,Directed,3571,,,1
1429,1430,Directed,3572,,,1
960,1338,Directed,3573,,,1
960,855,Directed,3574,,,1
1164,817,Directed,3575,,,1
1164,878,Directed,3576,,,1
1164,1051,Directed,3577,,,1
1164,892,Directed,3578,,,1
1164,1055,Directed,3579,,,1
1164,1112,Directed,3580,,,1
1164,881,Directed,3581,,,1
1164,1478,Directed,3582,,,1
1164,1317,Directed,3583,,,1
1164,885,Directed,3584,,,1
1164,1045,Directed,3585,,,1
1164,1330,Directed,3586,,,1
1164,1179,Directed,3587,,,1
1164,1049,Directed,3588,,,1
1164,1041,Directed,3589,,,1
1164,155,Directed,3590,,,1
1164,810,Directed,3591,,,1
1164,767,Directed,3592,,,1
1008,855,Directed,3593,,,1
1008,1101,Directed,3594,,,1
1008,1392,Directed,3595,,,1
1008,1209,Directed,3596,,,1
1008,1217,Directed,3597,,,1
168,155,Directed,3598,,,1
168,55,Directed,3599,,,1
168,736,Directed,3600,,,1
168,641,Directed,3601,,,1
168,162,Directed,3602,,,1
168,29,Directed,3603,,,1
168,564,Directed,3604,,,1
168,661,Directed,3605,,,1
168,256,Directed,3606,,,1
168,259,Directed,3607,,,1
168,283,Directed,3608,,,1
168,323,Directed,3609,,,1
168,664,Directed,3610,,,1
168,15,Directed,3611,,,1
168,351,Directed,3612,,,1
168,432,Directed,3613,,,1
168,363,Directed,3614,,,1
168,451,Directed,3615,,,1
168,508,Directed,3616,,,1
168,551,Directed,3617,,,1
168,634,Directed,3618,,,1
168,642,Directed,3619,,,1
168,699,Directed,3620,,,1
168,454,Directed,3621,,,1
601,119,Directed,3622,,,1
601,78,Directed,3623,,,1
502,89,Directed,3624,,,1
828,1164,Directed,3625,,,1
828,772,Directed,3626,,,1
828,1091,Directed,3627,,,1
828,559,Directed,3628,,,1
828,1298,Directed,3629,,,1
828,953,Directed,3630,,,1
828,855,Directed,3631,,,1
828,1158,Directed,3632,,,1
33,1070,Directed,3633,,,1
646,155,Directed,3634,,,1
646,170,Directed,3635,,,1
646,641,Directed,3636,,,1
646,741,Directed,3637,,,1
245,488,Directed,3638,,,1
245,127,Directed,3639,,,1
1469,1164,Directed,3640,,,1
1469,855,Directed,3641,,,1
808,1048,Directed,3642,,,1
808,88,Directed,3643,,,1
808,1051,Directed,3644,,,1
808,995,Directed,3645,,,1
808,539,Directed,3646,,,1
808,1432,Directed,3647,,,1
808,963,Directed,3648,,,1
988,878,Directed,3649,,,1
988,1245,Directed,3650,,,1
988,1041,Directed,3651,,,1
988,826,Directed,3652,,,1
988,1429,Directed,3653,,,1
988,980,Directed,3654,,,1
988,1051,Directed,3655,,,1
988,1179,Directed,3656,,,1
988,1250,Directed,3657,,,1
988,1463,Directed,3658,,,1
767,1317,Directed,3659,,,1
767,878,Directed,3660,,,1
767,919,Directed,3661,,,1
767,1055,Directed,3662,,,1
767,1280,Directed,3663,,,1
767,798,Directed,3664,,,1
767,810,Directed,3665,,,1
767,1112,Directed,3666,,,1
767,1223,Directed,3667,,,1
767,1461,Directed,3668,,,1
767,1478,Directed,3669,,,1
767,1051,Directed,3670,,,1
1159,1293,Directed,3671,,,1
481,729,Directed,3672,,,1
481,162,Directed,3673,,,1
481,431,Directed,3674,,,1
481,35,Directed,3675,,,1
481,85,Directed,3676,,,1
481,88,Directed,3677,,,1
481,106,Directed,3678,,,1
481,150,Directed,3679,,,1
481,155,Directed,3680,,,1
481,297,Directed,3681,,,1
481,210,Directed,3682,,,1
481,229,Directed,3683,,,1
481,650,Directed,3684,,,1
481,78,Directed,3685,,,1
481,172,Directed,3686,,,1
481,405,Directed,3687,,,1
481,475,Directed,3688,,,1
481,641,Directed,3689,,,1
481,535,Directed,3690,,,1
481,75,Directed,3691,,,1
481,677,Directed,3692,,,1
1081,1437,Directed,3693,,,1
1081,1479,Directed,3694,,,1
1081,941,Directed,3695,,,1
1081,885,Directed,3696,,,1
1081,1153,Directed,3697,,,1
1081,1245,Directed,3698,,,1
1081,762,Directed,3699,,,1
1081,1112,Directed,3700,,,1
1081,1223,Directed,3701,,,1
1081,539,Directed,3702,,,1
1081,1360,Directed,3703,,,1
1081,1164,Directed,3704,,,1
1081,1209,Directed,3705,,,1
1081,1448,Directed,3706,,,1
1081,1051,Directed,3707,,,1
1081,1053,Directed,3708,,,1
1081,1250,Directed,3709,,,1
1081,1172,Directed,3710,,,1
1081,855,Directed,3711,,,1
1081,1231,Directed,3712,,,1
1081,856,Directed,3713,,,1
1081,996,Directed,3714,,,1
971,944,Directed,3715,,,1
971,1112,Directed,3716,,,1
971,826,Directed,3717,,,1
971,1191,Directed,3718,,,1
971,1045,Directed,3719,,,1
971,1051,Directed,3720,,,1
705,78,Directed,3721,,,1
1251,1053,Directed,3722,,,1
1251,980,Directed,3723,,,1
1251,855,Directed,3724,,,1
970,1245,Directed,3725,,,1
970,1479,Directed,3726,,,1
970,155,Directed,3727,,,1
1091,1191,Directed,3728,,,1
1091,826,Directed,3729,,,1
1091,878,Directed,3730,,,1
1091,1325,Directed,3731,,,1
1091,944,Directed,3732,,,1
1091,1399,Directed,3733,,,1
1091,816,Directed,3734,,,1
1091,932,Directed,3735,,,1
1091,949,Directed,3736,,,1
1091,1045,Directed,3737,,,1
1091,883,Directed,3738,,,1
1091,1112,Directed,3739,,,1
1091,1121,Directed,3740,,,1
1091,885,Directed,3741,,,1
1091,1330,Directed,3742,,,1
1091,1429,Directed,3743,,,1
1091,956,Directed,3744,,,1
1091,1095,Directed,3745,,,1
1091,1048,Directed,3746,,,1
1091,1418,Directed,3747,,,1
1091,817,Directed,3748,,,1
1091,1153,Directed,3749,,,1
1091,1041,Directed,3750,,,1
1091,1051,Directed,3751,,,1
1091,1306,Directed,3752,,,1
1091,971,Directed,3753,,,1
1455,1306,Directed,3754,,,1
1459,1392,Directed,3755,,,1
1459,762,Directed,3756,,,1
1459,806,Directed,3757,,,1
1459,1063,Directed,3758,,,1
1459,1429,Directed,3759,,,1
1459,818,Directed,3760,,,1
1459,855,Directed,3761,,,1
1459,822,Directed,3762,,,1
1459,830,Directed,3763,,,1
1459,119,Directed,3764,,,1
1459,880,Directed,3765,,,1
1459,1179,Directed,3766,,,1
1459,936,Directed,3767,,,1
1459,972,Directed,3768,,,1
1459,941,Directed,3769,,,1
1459,1008,Directed,3770,,,1
1459,1041,Directed,3771,,,1
1459,835,Directed,3772,,,1
1459,1051,Directed,3773,,,1
1459,1048,Directed,3774,,,1
1459,883,Directed,3775,,,1
1459,1101,Directed,3776,,,1
1459,1112,Directed,3777,,,1
1459,1153,Directed,3778,,,1
1459,1185,Directed,3779,,,1
1459,1209,Directed,3780,,,1
1459,490,Directed,3781,,,1
1459,1223,Directed,3782,,,1
1459,514,Directed,3783,,,1
1459,1231,Directed,3784,,,1
1459,1232,Directed,3785,,,1
1459,1245,Directed,3786,,,1
1459,1250,Directed,3787,,,1
1459,539,Directed,3788,,,1
1459,1270,Directed,3789,,,1
1459,1277,Directed,3790,,,1
1459,1293,Directed,3791,,,1
1459,1306,Directed,3792,,,1
1459,1217,Directed,3793,,,1
1459,1348,Directed,3794,,,1
1459,1339,Directed,3795,,,1
1459,1360,Directed,3796,,,1
1459,1373,Directed,3797,,,1
1459,1461,Directed,3798,,,1
1459,1463,Directed,3799,,,1
1459,1479,Directed,3800,,,1
1459,1478,Directed,3801,,,1
1459,792,Directed,3802,,,1
1459,641,Directed,3803,,,1
667,155,Directed,3804,,,1
667,641,Directed,3805,,,1
667,85,Directed,3806,,,1
667,640,Directed,3807,,,1
667,140,Directed,3808,,,1
667,371,Directed,3809,,,1
1405,963,Directed,3810,,,1
80,1209,Directed,3811,,,1
80,609,Directed,3812,,,1
80,855,Directed,3813,,,1
80,642,Directed,3814,,,1
80,941,Directed,3815,,,1
80,78,Directed,3816,,,1
890,979,Directed,3817,,,1
140,713,Directed,3818,,,1
140,172,Directed,3819,,,1
140,229,Directed,3820,,,1
140,75,Directed,3821,,,1
140,115,Directed,3822,,,1
140,570,Directed,3823,,,1
140,431,Directed,3824,,,1
140,55,Directed,3825,,,1
140,99,Directed,3826,,,1
140,145,Directed,3827,,,1
140,150,Directed,3828,,,1
140,155,Directed,3829,,,1
140,297,Directed,3830,,,1
140,233,Directed,3831,,,1
140,650,Directed,3832,,,1
140,480,Directed,3833,,,1
140,363,Directed,3834,,,1
140,641,Directed,3835,,,1
140,189,Directed,3836,,,1
140,441,Directed,3837,,,1
140,472,Directed,3838,,,1
140,489,Directed,3839,,,1
140,493,Directed,3840,,,1
140,729,Directed,3841,,,1
140,514,Directed,3842,,,1
140,577,Directed,3843,,,1
140,634,Directed,3844,,,1
140,642,Directed,3845,,,1
140,535,Directed,3846,,,1
140,644,Directed,3847,,,1
140,687,Directed,3848,,,1
140,712,Directed,3849,,,1
140,483,Directed,3850,,,1
140,726,Directed,3851,,,1
140,72,Directed,3852,,,1
382,170,Directed,3853,,,1
385,384,Directed,3854,,,1
385,687,Directed,3855,,,1
385,391,Directed,3856,,,1
385,641,Directed,3857,,,1
385,155,Directed,3858,,,1
385,396,Directed,3859,,,1
257,256,Directed,3860,,,1
257,729,Directed,3861,,,1
257,118,Directed,3862,,,1
257,154,Directed,3863,,,1
257,16,Directed,3864,,,1
257,192,Directed,3865,,,1
257,575,Directed,3866,,,1
257,669,Directed,3867,,,1
257,664,Directed,3868,,,1
257,396,Directed,3869,,,1
257,102,Directed,3870,,,1
257,641,Directed,3871,,,1
257,642,Directed,3872,,,1
257,644,Directed,3873,,,1
257,615,Directed,3874,,,1
257,579,Directed,3875,,,1
257,570,Directed,3876,,,1
257,493,Directed,3877,,,1
257,189,Directed,3878,,,1
257,693,Directed,3879,,,1
257,467,Directed,3880,,,1
257,453,Directed,3881,,,1
257,405,Directed,3882,,,1
257,432,Directed,3883,,,1
257,465,Directed,3884,,,1
257,323,Directed,3885,,,1
257,186,Directed,3886,,,1
257,55,Directed,3887,,,1
257,431,Directed,3888,,,1
257,155,Directed,3889,,,1
257,172,Directed,3890,,,1
257,165,Directed,3891,,,1
257,150,Directed,3892,,,1
257,99,Directed,3893,,,1
257,1,Directed,3894,,,1
257,454,Directed,3895,,,1
137,641,Directed,3896,,,1
137,547,Directed,3897,,,1
137,55,Directed,3898,,,1
137,72,Directed,3899,,,1
137,101,Directed,3900,,,1
137,118,Directed,3901,,,1
137,144,Directed,3902,,,1
137,155,Directed,3903,,,1
137,180,Directed,3904,,,1
137,650,Directed,3905,,,1
137,288,Directed,3906,,,1
137,495,Directed,3907,,,1
137,323,Directed,3908,,,1
137,363,Directed,3909,,,1
137,389,Directed,3910,,,1
137,756,Directed,3911,,,1
137,441,Directed,3912,,,1
137,570,Directed,3913,,,1
137,575,Directed,3914,,,1
137,577,Directed,3915,,,1
137,585,Directed,3916,,,1
137,754,Directed,3917,,,1
137,623,Directed,3918,,,1
137,609,Directed,3919,,,1
137,644,Directed,3920,,,1
137,642,Directed,3921,,,1
137,687,Directed,3922,,,1
137,712,Directed,3923,,,1
137,741,Directed,3924,,,1
137,89,Directed,3925,,,1
735,741,Directed,3926,,,1
735,46,Directed,3927,,,1
735,55,Directed,3928,,,1
735,154,Directed,3929,,,1
735,155,Directed,3930,,,1
735,297,Directed,3931,,,1
735,460,Directed,3932,,,1
735,292,Directed,3933,,,1
735,641,Directed,3934,,,1
735,729,Directed,3935,,,1
735,756,Directed,3936,,,1
1310,1108,Directed,3937,,,1
1310,1184,Directed,3938,,,1
1310,862,Directed,3939,,,1
1310,908,Directed,3940,,,1
1310,1244,Directed,3941,,,1
1310,1105,Directed,3942,,,1
1310,814,Directed,3943,,,1
1310,1000,Directed,3944,,,1
1310,1437,Directed,3945,,,1
933,878,Directed,3946,,,1
933,885,Directed,3947,,,1
933,1048,Directed,3948,,,1
933,1232,Directed,3949,,,1
933,1051,Directed,3950,,,1
933,119,Directed,3951,,,1
1268,1122,Directed,3952,,,1
1268,1429,Directed,3953,,,1
1268,1222,Directed,3954,,,1
1268,1112,Directed,3955,,,1
886,885,Directed,3956,,,1
886,405,Directed,3957,,,1
886,1328,Directed,3958,,,1
886,1051,Directed,3959,,,1
886,145,Directed,3960,,,1
886,1048,Directed,3961,,,1
886,810,Directed,3962,,,1
886,312,Directed,3963,,,1
886,822,Directed,3964,,,1
886,1114,Directed,3965,,,1
886,1159,Directed,3966,,,1
886,1047,Directed,3967,,,1
886,1222,Directed,3968,,,1
886,932,Directed,3969,,,1
886,1461,Directed,3970,,,1
886,883,Directed,3971,,,1
886,818,Directed,3972,,,1
886,669,Directed,3973,,,1
886,1357,Directed,3974,,,1
886,767,Directed,3975,,,1
886,642,Directed,3976,,,1
886,323,Directed,3977,,,1
886,878,Directed,3978,,,1
886,1153,Directed,3979,,,1
886,1463,Directed,3980,,,1
886,1041,Directed,3981,,,1
886,1348,Directed,3982,,,1
886,1172,Directed,3983,,,1
886,741,Directed,3984,,,1
886,762,Directed,3985,,,1
886,729,Directed,3986,,,1
886,547,Directed,3987,,,1
886,649,Directed,3988,,,1
886,773,Directed,3989,,,1
886,1399,Directed,3990,,,1
886,817,Directed,3991,,,1
886,1387,Directed,3992,,,1
886,958,Directed,3993,,,1
886,973,Directed,3994,,,1
892,1051,Directed,3995,,,1
892,1112,Directed,3996,,,1
892,1048,Directed,3997,,,1
892,1164,Directed,3998,,,1
892,1232,Directed,3999,,,1
892,1254,Directed,4000,,,1
892,943,Directed,4001,,,1
892,963,Directed,4002,,,1
892,1461,Directed,4003,,,1
892,1245,Directed,4004,,,1
892,1429,Directed,4005,,,1
892,1055,Directed,4006,,,1
892,878,Directed,4007,,,1
892,1317,Directed,4008,,,1
892,941,Directed,4009,,,1
892,1037,Directed,4010,,,1
892,939,Directed,4011,,,1
892,1134,Directed,4012,,,1
892,1270,Directed,4013,,,1
892,798,Directed,4014,,,1
892,826,Directed,4015,,,1
892,855,Directed,4016,,,1
892,119,Directed,4017,,,1
892,936,Directed,4018,,,1
892,276,Directed,4019,,,1
892,1021,Directed,4020,,,1
892,1041,Directed,4021,,,1
892,1101,Directed,4022,,,1
892,1153,Directed,4023,,,1
892,1179,Directed,4024,,,1
892,490,Directed,4025,,,1
892,1306,Directed,4026,,,1
892,810,Directed,4027,,,1
892,1478,Directed,4028,,,1
892,1479,Directed,4029,,,1
892,788,Directed,4030,,,1
892,822,Directed,4031,,,1
892,1123,Directed,4032,,,1
892,865,Directed,4033,,,1
892,1409,Directed,4034,,,1
892,909,Directed,4035,,,1
892,991,Directed,4036,,,1
892,1053,Directed,4037,,,1
892,1163,Directed,4038,,,1
892,1217,Directed,4039,,,1
892,1222,Directed,4040,,,1
892,1223,Directed,4041,,,1
892,1214,Directed,4042,,,1
892,1136,Directed,4043,,,1
892,1256,Directed,4044,,,1
892,1315,Directed,4045,,,1
892,1362,Directed,4046,,,1
892,813,Directed,4047,,,1
892,817,Directed,4048,,,1
892,956,Directed,4049,,,1
892,982,Directed,4050,,,1
892,1274,Directed,4051,,,1
786,991,Directed,4052,,,1
786,885,Directed,4053,,,1
786,798,Directed,4054,,,1
786,1317,Directed,4055,,,1
786,1245,Directed,4056,,,1
786,826,Directed,4057,,,1
786,1437,Directed,4058,,,1
1445,1328,Directed,4059,,,1
1445,1112,Directed,4060,,,1
1445,781,Directed,4061,,,1
1445,1153,Directed,4062,,,1
1445,1150,Directed,4063,,,1
1445,941,Directed,4064,,,1
1445,1479,Directed,4065,,,1
1445,1209,Directed,4066,,,1
1445,1092,Directed,4067,,,1
1445,1172,Directed,4068,,,1
1445,1048,Directed,4069,,,1
1445,1330,Directed,4070,,,1
1445,1256,Directed,4071,,,1
1445,919,Directed,4072,,,1
1445,539,Directed,4073,,,1
1445,1021,Directed,4074,,,1
1269,1153,Directed,4075,,,1
1269,1479,Directed,4076,,,1
1269,1067,Directed,4077,,,1
1269,837,Directed,4078,,,1
1269,1245,Directed,4079,,,1
1269,1041,Directed,4080,,,1
1269,1101,Directed,4081,,,1
1269,119,Directed,4082,,,1
1269,1461,Directed,4083,,,1
1269,919,Directed,4084,,,1
1269,762,Directed,4085,,,1
1269,779,Directed,4086,,,1
1269,824,Directed,4087,,,1
1269,835,Directed,4088,,,1
1269,878,Directed,4089,,,1
1269,990,Directed,4090,,,1
1269,1048,Directed,4091,,,1
1269,1051,Directed,4092,,,1
1269,1112,Directed,4093,,,1
1269,1232,Directed,4094,,,1
1269,1277,Directed,4095,,,1
1269,792,Directed,4096,,,1
438,664,Directed,4097,,,1
438,1270,Directed,4098,,,1
438,210,Directed,4099,,,1
438,1051,Directed,4100,,,1
438,798,Directed,4101,,,1
438,514,Directed,4102,,,1
438,935,Directed,4103,,,1
438,972,Directed,4104,,,1
438,1086,Directed,4105,,,1
438,155,Directed,4106,,,1
438,434,Directed,4107,,,1
438,936,Directed,4108,,,1
312,547,Directed,4109,,,1
312,810,Directed,4110,,,1
312,782,Directed,4111,,,1
1446,773,Directed,4112,,,1
1446,762,Directed,4113,,,1
1446,1070,Directed,4114,,,1
1446,782,Directed,4115,,,1
1446,798,Directed,4116,,,1
1446,963,Directed,4117,,,1
1446,1051,Directed,4118,,,1
1446,1086,Directed,4119,,,1
1446,1232,Directed,4120,,,1
1446,514,Directed,4121,,,1
1446,1270,Directed,4122,,,1
1446,1330,Directed,4123,,,1
1446,1422,Directed,4124,,,1
1446,741,Directed,4125,,,1
822,950,Directed,4126,,,1
822,1346,Directed,4127,,,1
822,1357,Directed,4128,,,1
822,301,Directed,4129,,,1
822,963,Directed,4130,,,1
822,786,Directed,4131,,,1
822,798,Directed,4132,,,1
822,1134,Directed,4133,,,1
822,1455,Directed,4134,,,1
822,1122,Directed,4135,,,1
132,1270,Directed,4136,,,1
132,1437,Directed,4137,,,1
132,88,Directed,4138,,,1
132,323,Directed,4139,,,1
132,1478,Directed,4140,,,1
132,649,Directed,4141,,,1
132,449,Directed,4142,,,1
132,551,Directed,4143,,,1
132,233,Directed,4144,,,1
132,301,Directed,4145,,,1
132,641,Directed,4146,,,1
132,155,Directed,4147,,,1
132,1001,Directed,4148,,,1
132,150,Directed,4149,,,1
132,741,Directed,4150,,,1
132,1051,Directed,4151,,,1
132,798,Directed,4152,,,1
132,727,Directed,4153,,,1
132,27,Directed,4154,,,1
132,1330,Directed,4155,,,1
731,323,Directed,4156,,,1
731,55,Directed,4157,,,1
731,493,Directed,4158,,,1
731,675,Directed,4159,,,1
731,483,Directed,4160,,,1
731,1067,Directed,4161,,,1
731,301,Directed,4162,,,1
1172,1048,Directed,4163,,,1
1172,878,Directed,4164,,,1
1172,1112,Directed,4165,,,1
1172,1053,Directed,4166,,,1
1172,950,Directed,4167,,,1
1172,1479,Directed,4168,,,1
1172,1081,Directed,4169,,,1
1172,1209,Directed,4170,,,1
1172,1150,Directed,4171,,,1
1172,1334,Directed,4172,,,1
1172,1153,Directed,4173,,,1
1172,885,Directed,4174,,,1
1172,1328,Directed,4175,,,1
1172,901,Directed,4176,,,1
1172,966,Directed,4177,,,1
1172,922,Directed,4178,,,1
1172,1418,Directed,4179,,,1
1172,1051,Directed,4180,,,1
1172,1052,Directed,4181,,,1
1172,1348,Directed,4182,,,1
1172,1392,Directed,4183,,,1
1172,1461,Directed,4184,,,1
1172,1069,Directed,4185,,,1
1172,810,Directed,4186,,,1
1172,1346,Directed,4187,,,1
1172,762,Directed,4188,,,1
1172,1245,Directed,4189,,,1
1172,1007,Directed,4190,,,1
1172,1357,Directed,4191,,,1
1172,927,Directed,4192,,,1
1172,855,Directed,4193,,,1
1172,1215,Directed,4194,,,1
1172,249,Directed,4195,,,1
1172,793,Directed,4196,,,1
1172,1429,Directed,4197,,,1
1172,1146,Directed,4198,,,1
1172,1001,Directed,4199,,,1
1172,1231,Directed,4200,,,1
1172,1445,Directed,4201,,,1
1172,1095,Directed,4202,,,1
1172,764,Directed,4203,,,1
1172,1437,Directed,4204,,,1
1390,1222,Directed,4205,,,1
1390,1482,Directed,4206,,,1
1390,1245,Directed,4207,,,1
1390,1456,Directed,4208,,,1
1390,1418,Directed,4209,,,1
1401,349,Directed,4210,,,1
1401,114,Directed,4211,,,1
1401,967,Directed,4212,,,1
1401,1325,Directed,4213,,,1
1401,1478,Directed,4214,,,1
1401,1429,Directed,4215,,,1
1401,1461,Directed,4216,,,1
1401,782,Directed,4217,,,1
1401,1209,Directed,4218,,,1
1401,786,Directed,4219,,,1
1401,838,Directed,4220,,,1
1401,1245,Directed,4221,,,1
1401,729,Directed,4222,,,1
1401,941,Directed,4223,,,1
1401,615,Directed,4224,,,1
1401,788,Directed,4225,,,1
1401,119,Directed,4226,,,1
1401,323,Directed,4227,,,1
1401,490,Directed,4228,,,1
1401,961,Directed,4229,,,1
1401,826,Directed,4230,,,1
1401,1051,Directed,4231,,,1
1401,477,Directed,4232,,,1
1401,1231,Directed,4233,,,1
1401,602,Directed,4234,,,1
1401,944,Directed,4235,,,1
249,729,Directed,4236,,,1
249,508,Directed,4237,,,1
249,1479,Directed,4238,,,1
249,55,Directed,4239,,,1
249,1328,Directed,4240,,,1
249,803,Directed,4241,,,1
249,155,Directed,4242,,,1
249,483,Directed,4243,,,1
249,1048,Directed,4244,,,1
249,737,Directed,4245,,,1
249,23,Directed,4246,,,1
249,180,Directed,4247,,,1
249,1245,Directed,4248,,,1
249,1217,Directed,4249,,,1
249,1047,Directed,4250,,,1
249,671,Directed,4251,,,1
249,764,Directed,4252,,,1
249,950,Directed,4253,,,1
249,449,Directed,4254,,,1
249,574,Directed,4255,,,1
603,798,Directed,4256,,,1
1298,919,Directed,4257,,,1
1298,1217,Directed,4258,,,1
1298,855,Directed,4259,,,1
1298,878,Directed,4260,,,1
1298,1232,Directed,4261,,,1
1298,1008,Directed,4262,,,1
922,1048,Directed,4263,,,1
922,1172,Directed,4264,,,1
922,934,Directed,4265,,,1
922,963,Directed,4266,,,1
922,950,Directed,4267,,,1
922,1346,Directed,4268,,,1
922,869,Directed,4269,,,1
922,822,Directed,4270,,,1
